Tag,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Valid GMUs,Date Open,Date Close,Notes,RFW,PLO,NoApps
DM066O2R,Y_NR,None Drawn,NA,NA,NA,80.0%,D,M,066,O2,R,O2R,0,66,NA,NA,,No,No,Yes
DM066O2R,L_U,0 Pref Points,17,43,40.0%,40.0%,D,M,066,O2,R,O2R,0,66,NA,NA,,No,No,NA
DM066O2R,L_R,Choice 2,2,24,8.0%,8.0%,D,M,066,O2,R,O2R,0,66,NA,NA,,No,No,NA
DM066O3R,A_R,12 Pref Points,6,10,60.0%,60.0%,D,M,066,O3,R,O3R,12,66,NA,NA,,No,No,NA
DM066O3R,A_NR,20 Pref Points,3,8,38.0%,38.0%,D,M,066,O3,R,O3R,20,66,NA,NA,,No,No,NA
DM066O3R,Y_R,None Drawn,NA,NA,NA,NA,D,M,066,O3,R,O3R,0,66,NA,NA,,No,No,Yes
DM066O3R,Y_NR,None Drawn,NA,NA,NA,NA,D,M,066,O3,R,O3R,0,66,NA,NA,,No,No,Yes
DM066O3R,L_U,1 Pref Points,2,3,67.0%,67.0%,D,M,066,O3,R,O3R,1,66,NA,NA,,No,No,NA
DM066O3R,L_R,0 Pref Points,4,8,50.0%,50.0%,D,M,066,O3,R,O3R,0,66,NA,NA,,No,No,NA
DM066O4R,A_R,17 Pref Points,4,7,57.0%,57.0%,D,M,066,O4,R,O4R,17,66,NA,NA,,No,No,NA
DM066O4R,A_NR,24 Pref Points,1,2,50.0%,50.0%,D,M,066,O4,R,O4R,24,66,NA,NA,,No,No,NA
DM066O4R,Y_R,None Drawn,NA,NA,NA,NA,D,M,066,O4,R,O4R,0,66,NA,NA,,No,No,Yes
DM066O4R,Y_NR,None Drawn,NA,NA,NA,NA,D,M,066,O4,R,O4R,0,66,NA,NA,,No,No,Yes
DM066O4R,L_U,4 Pref Points,1,1,100.0%,100.0%,D,M,066,O4,R,O4R,4,66,NA,NA,,No,No,NA
DM066O4R,L_R,0 Pref Points,1,4,25.0%,25.0%,D,M,066,O4,R,O4R,0,66,NA,NA,,No,No,NA
DM067O1A,A_R,0 Pref Points,12,30,40.0%,40.0%,D,M,067,O1,A,O1A,0,67,45902,45930,,No,No,NA
DM067O1A,A_NR,3 Pref Points,7,7,100.0%,100.0%,D,M,067,O1,A,O1A,3,67,45902,45930,,No,No,NA
DM067O1A,Y_R,0 Pref Points,1,2,50.0%,NA,D,M,067,O1,A,O1A,0,67,45902,45930,,No,No,NA
DM067O1A,Y_NR,None Drawn,NA,NA,NA,50.0%,D,M,067,O1,A,O1A,0,67,45902,45930,,No,No,Yes
DM067O1A,L_U,Choice 4,1,9,11.0%,11.0%,D,M,067,O1,A,O1A,0,67,45902,45930,,No,No,NA
DM067O1A,L_R,Leftover Choice 3,1,1,100.0%,100.0%,D,M,067,O1,A,O1A,0,67,45902,45930,,No,No,NA
DM067O1M,A_R,0 Pref Points,8,53,15.0%,15.0%,D,M,067,O1,M,O1M,0,67,NA,NA,,No,No,NA
DM067O1M,A_NR,3 Pref Points,2,7,29.0%,29.0%,D,M,067,O1,M,O1M,3,67,NA,NA,,No,No,NA
DM067O1M,Y_R,None Drawn,NA,NA,NA,NA,D,M,067,O1,M,O1M,0,67,NA,NA,,No,No,Yes
DM067O1M,Y_NR,None Drawn,NA,NA,NA,NA,D,M,067,O1,M,O1M,0,67,NA,NA,,No,No,Yes
DM067O1M,L_U,Leftover Choice 1,2,3,67.0%,67.0%,D,M,067,O1,M,O1M,0,67,NA,NA,,No,No,NA
DM067O1M,L_R,Leftover Choice 3,3,4,75.0%,75.0%,D,M,067,O1,M,O1M,0,67,NA,NA,,No,No,NA
DM067O2R,A_R,2 Pref Points,43,78,55.0%,55.0%,D,M,067,O2,R,O2R,2,67,NA,NA,,No,No,NA
DM067O2R,A_NR,6 Pref Points,20,43,47.0%,47.0%,D,M,067,O2,R,O2R,6,67,NA,NA,,No,No,NA
DM067O2R,Y_R,2 Pref Points,7,8,88.0%,NA,D,M,067,O2,R,O2R,2,67,NA,NA,,No,No,NA
DM067O2R,Y_NR,None Drawn,NA,NA,NA,88.0%,D,M,067,O2,R,O2R,0,67,NA,NA,,No,No,Yes
DM067O2R,L_U,0 Pref Points,12,27,44.0%,44.0%,D,M,067,O2,R,O2R,0,67,NA,NA,,No,No,NA
DM067O2R,L_R,Leftover Choice 1,1,18,6.0%,6.0%,D,M,067,O2,R,O2R,0,67,NA,NA,,No,No,NA
DM067O3R,A_R,9 Pref Points,6,17,35.0%,35.0%,D,M,067,O3,R,O3R,9,67,NA,NA,,No,No,NA
DM067O3R,A_NR,19 Pref Points,3,6,50.0%,50.0%,D,M,067,O3,R,O3R,19,67,NA,NA,,No,No,NA
DM067O3R,Y_R,None Drawn,NA,NA,NA,NA,D,M,067,O3,R,O3R,0,67,NA,NA,,No,No,Yes
DM067O3R,Y_NR,None Drawn,NA,NA,NA,NA,D,M,067,O3,R,O3R,0,67,NA,NA,,No,No,Yes
DM067O3R,L_U,1 Pref Points,1,8,12.0%,12.0%,D,M,067,O3,R,O3R,1,67,NA,NA,,No,No,NA
DM067O3R,L_R,0 Pref Points,5,8,62.0%,62.0%,D,M,067,O3,R,O3R,0,67,NA,NA,,No,No,NA
DM067O4R,A_R,14 Pref Points,7,10,70.0%,70.0%,D,M,067,O4,R,O4R,14,67,NA,NA,,No,No,NA
DM067O4R,A_NR,21 Pref Points,1,1,100.0%,100.0%,D,M,067,O4,R,O4R,21,67,NA,NA,,No,No,NA
DM067O4R,Y_R,None Drawn,NA,NA,NA,NA,D,M,067,O4,R,O4R,0,67,NA,NA,,No,No,Yes
DM067O4R,Y_NR,None Drawn,NA,NA,NA,NA,D,M,067,O4,R,O4R,0,67,NA,NA,,No,No,Yes
DM067O4R,L_U,3 Pref Points,1,3,33.0%,33.0%,D,M,067,O4,R,O4R,3,67,NA,NA,,No,No,NA
DM067O4R,L_R,0 Pref Points,2,3,67.0%,67.0%,D,M,067,O4,R,O4R,0,67,NA,NA,,No,No,NA
DM068O1A,A_R,0 Pref Points,31,74,42.0%,42.0%,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,NA
DM068O1A,A_NR,0 Pref Points,15,31,48.0%,48.0%,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,NA
DM068O1A,Y_R,0 Pref Points,5,6,83.0%,NA,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,NA
DM068O1A,Y_NR,No Apps,NA,NA,NA,83.0%,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,Yes
DM068O1A,L_U,Leftover Choice 2,4,6,67.0%,67.0%,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,NA
DM068O1A,L_R,Leftover Choice 3,2,2,100.0%,100.0%,D,M,068,O1,A,O1A,0,68681682,45902,45930,,No,No,NA
DM068O1M,A_R,0 Pref Points,17,62,27.0%,27.0%,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,NA
DM068O1M,A_NR,0 Pref Points,7,21,33.0%,33.0%,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,NA
DM068O1M,Y_R,0 Pref Points,2,3,67.0%,NA,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,NA
DM068O1M,Y_NR,No Apps,NA,NA,NA,67.0%,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,Yes
DM068O1M,L_U,Leftover Choice 3,2,6,33.0%,33.0%,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,NA
DM068O1M,L_R,Leftover Choice 3,1,2,50.0%,50.0%,D,M,068,O1,M,O1M,0,68681682,NA,NA,,No,No,NA
DM068O2R,A_R,2 Pref Points,119,136,88.0%,88.0%,D,M,068,O2,R,O2R,2,"68, 681, 682",NA,NA,,No,No,NA
DM068O2R,A_NR,3 Pref Points,28,38,74.0%,74.0%,D,M,068,O2,R,O2R,3,"68, 681, 682",NA,NA,,No,No,NA
DM068O2R,Y_R,2 Pref Points,6,9,67.0%,100.0%,D,M,068,O2,R,O2R,2,"68, 681, 682",NA,NA,,No,No,NA
DM068O2R,Y_NR,3 Pref Points,4,4,100.0%,67.0%,D,M,068,O2,R,O2R,3,"68, 681, 682",NA,NA,,No,No,NA
DM068O2R,L_U,Leftover Choice 1,6,22,27.0%,27.0%,D,M,068,O2,R,O2R,0,"68, 681, 682",NA,NA,,No,No,NA
DM068O2R,L_R,Leftover Choice 3,4,4,100.0%,100.0%,D,M,068,O2,R,O2R,0,"68, 681, 682",NA,NA,,No,No,NA
DM068O3R,A_R,2 Pref Points,46,116,40.0%,40.0%,D,M,068,O3,R,O3R,2,"68, 681, 682",NA,NA,,No,No,NA
DM068O3R,A_NR,6 Pref Points,11,30,37.0%,37.0%,D,M,068,O3,R,O3R,6,"68, 681, 682",NA,NA,,No,No,NA
DM068O3R,Y_R,2 Pref Points,7,11,64.0%,NA,D,M,068,O3,R,O3R,2,"68, 681, 682",NA,NA,,No,No,NA
DM068O3R,Y_NR,None Drawn,NA,NA,NA,64.0%,D,M,068,O3,R,O3R,0,"68, 681, 682",NA,NA,,No,No,Yes
DM068O3R,L_U,0 Pref Points,11,25,44.0%,44.0%,D,M,068,O3,R,O3R,0,"68, 681, 682",NA,NA,,No,No,NA
DM068O3R,L_R,Leftover Choice 1,2,10,20.0%,20.0%,D,M,068,O3,R,O3R,0,"68, 681, 682",NA,NA,,No,No,NA
DM068O4R,A_R,11 Pref Points,6,8,75.0%,75.0%,D,M,068,O4,R,O4R,11,"68, 681, 682",NA,NA,,No,No,NA
DM068O4R,A_NR,21 Pref Points,1,1,100.0%,100.0%,D,M,068,O4,R,O4R,21,"68, 681, 682",NA,NA,,No,No,NA
DM068O4R,Y_R,None Drawn,NA,NA,NA,NA,D,M,068,O4,R,O4R,0,"68, 681, 682",NA,NA,,No,No,Yes
DM068O4R,Y_NR,None Drawn,NA,NA,NA,NA,D,M,068,O4,R,O4R,0,"68, 681, 682",NA,NA,,No,No,Yes
DM068O4R,L_U,5 Pref Points,1,1,100.0%,100.0%,D,M,068,O4,R,O4R,5,"68, 681, 682",NA,NA,,No,No,NA
DM068O4R,L_R,3 Pref Points,1,1,100.0%,100.0%,D,M,068,O4,R,O4R,3,"68, 681, 682",NA,NA,,No,No,NA
DM069O1M,A_R,0 Pref Points,49,134,37.0%,37.0%,D,M,069,O1,M,O1M,0,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O1M,A_NR,0 Pref Points,3,20,15.0%,15.0%,D,M,069,O1,M,O1M,0,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O1M,Y_R,0 Pref Points,3,7,43.0%,100.0%,D,M,069,O1,M,O1M,0,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O1M,Y_NR,1 Pref Points,1,1,100.0%,43.0%,D,M,069,O1,M,O1M,1,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O1M,L_U,0 Pref Points,13,27,48.0%,48.0%,D,M,069,O1,M,O1M,0,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O1M,L_R,Leftover Choice 1,6,6,100.0%,100.0%,D,M,069,O1,M,O1M,0,"69,84,86,691,861",NA,NA,,No,No,NA
DM069O2R,A_R,1 Pref Points,200,304,66.0%,66.0%,D,M,069,O2,R,O2R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O2R,A_NR,1 Pref Points,19,34,56.0%,56.0%,D,M,069,O2,R,O2R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O2R,Y_R,1 Pref Points,27,41,66.0%,100.0%,D,M,069,O2,R,O2R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O2R,Y_NR,1 Pref Points,2,2,100.0%,66.0%,D,M,069,O2,R,O2R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O2R,L_U,0 Pref Points,40,49,82.0%,82.0%,D,M,069,O2,R,O2R,0,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O2R,L_R,Leftover Choice 2,5,18,28.0%,28.0%,D,M,069,O2,R,O2R,0,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,A_R,1 Pref Points,153,189,81.0%,81.0%,D,M,069,O3,R,O3R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,A_NR,1 Pref Points,19,30,63.0%,63.0%,D,M,069,O3,R,O3R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,Y_R,1 Pref Points,16,22,73.0%,100.0%,D,M,069,O3,R,O3R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,Y_NR,1 Pref Points,1,1,100.0%,73.0%,D,M,069,O3,R,O3R,1,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,L_U,0 Pref Points,20,54,37.0%,37.0%,D,M,069,O3,R,O3R,0,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O3R,L_R,Choice 2,14,77,18.0%,18.0%,D,M,069,O3,R,O3R,0,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O4R,A_R,5 Pref Points,28,30,93.0%,93.0%,D,M,069,O4,R,O4R,5,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O4R,A_NR,5 Pref Points,3,3,100.0%,100.0%,D,M,069,O4,R,O4R,5,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O4R,Y_R,5 Pref Points,1,1,100.0%,NA,D,M,069,O4,R,O4R,5,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O4R,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,069,O4,R,O4R,0,"69, 84, 86, 691, 861",NA,NA,,No,No,Yes
DM069O4R,L_U,6 Pref Points,6,6,100.0%,100.0%,D,M,069,O4,R,O4R,6,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069O4R,L_R,4 Pref Points,4,5,80.0%,80.0%,D,M,069,O4,R,O4R,4,"69, 84, 86, 691, 861",NA,NA,,No,No,NA
DM069P2R,A_R,Choice 3,7,131,5.0%,5.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P2R,A_NR,Choice 3,1,21,5.0%,5.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P2R,Y_R,Choice 3,2,19,11.0%,100.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P2R,Y_NR,Choice 2,2,2,100.0%,11.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P2R,L_U,Leftover Choice 1,1,24,4.0%,4.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P2R,L_R,Leftover Choice 3,6,16,38.0%,38.0%,D,M,069,P2,R,P2R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,A_R,Choice 2,18,278,6.0%,6.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,A_NR,Choice 2,8,30,27.0%,27.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,Y_R,Choice 2,4,46,9.0%,100.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,Y_NR,0 Pref Points,4,4,100.0%,9.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,L_U,0 Pref Points,23,33,70.0%,70.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM069P3R,L_R,Choice 2,26,67,39.0%,39.0%,D,M,069,P3,R,P3R,0,"69, 84, 86, 691, 861",NA,NA,,No,Yes,NA
DM070O1A,A_R,0 Pref Points,53,53,100.0%,100.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1A,A_NR,0 Pref Points,41,52,79.0%,79.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1A,Y_R,0 Pref Points,1,1,100.0%,100.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1A,Y_NR,0 Pref Points,1,1,100.0%,100.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1A,L_U,Leftover Choice 1,7,11,64.0%,64.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1A,L_R,Leftover Choice 3,7,15,47.0%,47.0%,D,M,070,O1,A,O1A,0,70,45902,45930,,No,No,NA
DM070O1M,A_R,0 Pref Points,28,28,100.0%,100.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1M,A_NR,0 Pref Points,18,20,90.0%,90.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1M,Y_R,0 Pref Points,1,1,100.0%,100.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1M,Y_NR,0 Pref Points,2,2,100.0%,100.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1M,L_U,Leftover Choice 2,2,3,67.0%,67.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1M,L_R,Leftover Choice 2,1,3,33.0%,33.0%,D,M,070,O1,M,O1M,0,70,NA,NA,,No,No,NA
DM070O1R,A_R,1 Pref Points,10,37,27.0%,27.0%,D,M,070,O1,R,O1R,1,70,NA,NA,,No,No,NA
DM070O1R,A_NR,3 Pref Points,7,11,64.0%,64.0%,D,M,070,O1,R,O1R,3,70,NA,NA,,No,No,NA
DM070O1R,Y_R,2 Pref Points,4,4,100.0%,100.0%,D,M,070,O1,R,O1R,2,70,NA,NA,,No,No,NA
DM070O1R,Y_NR,3 Pref Points,1,1,100.0%,100.0%,D,M,070,O1,R,O1R,3,70,NA,NA,,No,No,NA
DM070O1R,L_U,Leftover Choice 1,1,6,17.0%,17.0%,D,M,070,O1,R,O1R,0,70,NA,NA,,No,No,NA
DM070O1R,L_R,Leftover Choice 2,3,4,75.0%,75.0%,D,M,070,O1,R,O1R,0,70,NA,NA,,No,No,NA
DM070O2R,A_R,0 Pref Points,137,160,86.0%,86.0%,D,M,070,O2,R,O2R,0,70,NA,NA,,No,No,NA
DM070O2R,A_NR,3 Pref Points,26,92,28.0%,28.0%,D,M,070,O2,R,O2R,3,70,NA,NA,,No,No,NA
DM070O2R,Y_R,0 Pref Points,19,23,83.0%,17.0%,D,M,070,O2,R,O2R,0,70,NA,NA,,No,No,NA
DM070O2R,Y_NR,3 Pref Points,1,6,17.0%,83.0%,D,M,070,O2,R,O2R,3,70,NA,NA,,No,No,NA
DM070O2R,L_U,Leftover Choice 1,10,15,67.0%,67.0%,D,M,070,O2,R,O2R,0,70,NA,NA,,No,No,NA
DM070O2R,L_R,Leftover Choice 3,2,11,18.0%,18.0%,D,M,070,O2,R,O2R,0,70,NA,NA,,No,No,NA
DM070O3R,A_R,1 Pref Points,127,160,79.0%,79.0%,D,M,070,O3,R,O3R,1,70,NA,NA,,No,No,NA
DM070O3R,A_NR,5 Pref Points,26,81,32.0%,32.0%,D,M,070,O3,R,O3R,5,70,NA,NA,,No,No,NA
DM070O3R,Y_R,1 Pref Points,18,24,75.0%,17.0%,D,M,070,O3,R,O3R,1,70,NA,NA,,No,No,NA
DM070O3R,Y_NR,5 Pref Points,1,6,17.0%,75.0%,D,M,070,O3,R,O3R,5,70,NA,NA,,No,No,NA
DM070O3R,L_U,0 Pref Points,26,60,43.0%,43.0%,D,M,070,O3,R,O3R,0,70,NA,NA,,No,No,NA
DM070O3R,L_R,Leftover Choice 1,5,37,14.0%,14.0%,D,M,070,O3,R,O3R,0,70,NA,NA,,No,No,NA
DM070O4R,A_R,4 Pref Points,28,29,97.0%,97.0%,D,M,070,O4,R,O4R,4,70,NA,NA,,No,No,NA
DM070O4R,A_NR,14 Pref Points,1,5,20.0%,20.0%,D,M,070,O4,R,O4R,14,70,NA,NA,,No,No,NA
DM070O4R,Y_R,4 Pref Points,1,1,100.0%,NA,D,M,070,O4,R,O4R,4,70,NA,NA,,No,No,NA
DM070O4R,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,070,O4,R,O4R,0,70,NA,NA,,No,No,Yes
DM070O4R,L_U,3 Pref Points,2,5,40.0%,40.0%,D,M,070,O4,R,O4R,3,70,NA,NA,,No,No,NA
DM070O4R,L_R,1 Pref Points,3,6,50.0%,50.0%,D,M,070,O4,R,O4R,1,70,NA,NA,,No,No,NA
DM070P1R,A_R,0 Pref Points,4,10,40.0%,40.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P1R,A_NR,0 Pref Points,7,13,54.0%,54.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P1R,Y_R,0 Pref Points,1,3,33.0%,100.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P1R,Y_NR,0 Pref Points,2,2,100.0%,33.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P1R,L_U,0 Pref Points,3,6,50.0%,50.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P1R,L_R,0 Pref Points,3,6,50.0%,50.0%,D,M,070,P1,R,P1R,0,70,NA,NA,,No,Yes,NA
DM070P2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P2R,L_U,0 Pref Points,15,20,75.0%,75.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P2R,L_R,Leftover Choice 1,8,19,42.0%,42.0%,D,M,070,P2,R,P2R,0,70,NA,NA,,No,Yes,NA
DM070P3R,A_R,Choice 2,14,36,39.0%,39.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM070P3R,A_NR,Choice 2,10,20,50.0%,50.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM070P3R,Y_R,Choice 2,3,7,43.0%,100.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM070P3R,Y_NR,Choice 2,2,2,100.0%,43.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM070P3R,L_U,0 Pref Points,15,23,65.0%,65.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM070P3R,L_R,Leftover Choice 1,11,25,44.0%,44.0%,D,M,070,P3,R,P3R,0,70,NA,NA,,No,Yes,NA
DM071O1A,A_R,0 Pref Points,36,75,48.0%,48.0%,D,M,071,O1,A,O1A,0,71711,45902,45930,,No,No,NA
DM071O1A,A_NR,2 Pref Points,9,28,32.0%,32.0%,D,M,071,O1,A,O1A,2,71711,45902,45930,,No,No,NA
DM071O1A,Y_R,0 Pref Points,2,3,67.0%,100.0%,D,M,071,O1,A,O1A,0,71711,45902,45930,,No,No,NA
DM071O1A,Y_NR,2 Pref Points,1,1,100.0%,67.0%,D,M,071,O1,A,O1A,2,71711,45902,45930,,No,No,NA
DM071O1A,L_U,Choice 3,5,28,18.0%,18.0%,D,M,071,O1,A,O1A,0,71711,45902,45930,,No,No,NA
DM071O1A,L_R,Leftover Choice 1,11,40,28.0%,28.0%,D,M,071,O1,A,O1A,0,71711,45902,45930,,No,No,NA
DM071O1M,A_R,0 Pref Points,2,45,4.0%,4.0%,D,M,071,O1,M,O1M,0,71711,NA,NA,,No,No,NA
DM071O1M,A_NR,3 Pref Points,5,12,42.0%,42.0%,D,M,071,O1,M,O1M,3,71711,NA,NA,,No,No,NA
DM071O1M,Y_R,0 Pref Points,1,5,20.0%,NA,D,M,071,O1,M,O1M,0,71711,NA,NA,,No,No,NA
DM071O1M,Y_NR,None Drawn,NA,NA,NA,20.0%,D,M,071,O1,M,O1M,0,71711,NA,NA,,No,No,Yes
DM071O1M,L_U,Choice 2,2,8,25.0%,25.0%,D,M,071,O1,M,O1M,0,71711,NA,NA,,No,No,NA
DM071O1M,L_R,Choice 4,1,32,3.0%,3.0%,D,M,071,O1,M,O1M,0,71711,NA,NA,,No,No,NA
DM071O2R,A_R,1 Pref Points,125,135,93.0%,93.0%,D,M,071,O2,R,O2R,1,"71, 711",NA,NA,,No,No,NA
DM071O2R,A_NR,2 Pref Points,17,80,21.0%,21.0%,D,M,071,O2,R,O2R,2,"71, 711",NA,NA,,No,No,NA
DM071O2R,Y_R,1 Pref Points,23,24,96.0%,100.0%,D,M,071,O2,R,O2R,1,"71, 711",NA,NA,,No,No,NA
DM071O2R,Y_NR,3 Pref Points,1,1,100.0%,96.0%,D,M,071,O2,R,O2R,3,"71, 711",NA,NA,,No,No,NA
DM071O2R,L_U,0 Pref Points,31,50,62.0%,62.0%,D,M,071,O2,R,O2R,0,"71, 711",NA,NA,,No,No,NA
DM071O2R,L_R,Choice 2,20,62,32.0%,32.0%,D,M,071,O2,R,O2R,0,"71, 711",NA,NA,,No,No,NA
DM071O3R,A_R,0 Pref Points,100,232,43.0%,43.0%,D,M,071,O3,R,O3R,0,"71, 711",NA,NA,,No,No,NA
DM071O3R,A_NR,3 Pref Points,NA,NA,NA,NA,D,M,071,O3,R,O3R,3,"71, 711",NA,NA,,No,No,NA
DM071O3R,Y_R,0 Pref Points,22,54,41.0%,75.0%,D,M,071,O3,R,O3R,0,"71, 711",NA,NA,,No,No,NA
DM071O3R,Y_NR,3 Pref Points,3,4,75.0%,41.0%,D,M,071,O3,R,O3R,3,"71, 711",NA,NA,,No,No,NA
DM071O3R,L_U,0 Pref Points,36,73,49.0%,49.0%,D,M,071,O3,R,O3R,0,"71, 711",NA,NA,,No,No,NA
DM071O3R,L_R,Choice 2,37,81,46.0%,46.0%,D,M,071,O3,R,O3R,0,"71, 711",NA,NA,,No,No,NA
DM071O4R,A_R,3 Pref Points,6,24,25.0%,25.0%,D,M,071,O4,R,O4R,3,"71, 711",NA,NA,,No,No,NA
DM071O4R,A_NR,12 Pref Points,3,3,100.0%,100.0%,D,M,071,O4,R,O4R,12,"71, 711",NA,NA,,No,No,NA
DM071O4R,Y_R,4 Pref Points,2,2,100.0%,NA,D,M,071,O4,R,O4R,4,"71, 711",NA,NA,,No,No,NA
DM071O4R,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,071,O4,R,O4R,0,"71, 711",NA,NA,,No,No,Yes
DM071O4R,L_U,5 Pref Points,5,5,100.0%,100.0%,D,M,071,O4,R,O4R,5,"71, 711",NA,NA,,No,No,NA
DM071O4R,L_R,4 Pref Points,5,11,45.0%,45.0%,D,M,071,O4,R,O4R,4,"71, 711",NA,NA,,No,No,NA
DM071P2R,A_R,0 Pref Points,7,19,37.0%,37.0%,D,M,071,P2,R,P2R,0,"71, 711",NA,NA,,No,Yes,NA
DM071P2R,A_NR,0 Pref Points,4,6,67.0%,67.0%,D,M,071,P2,R,P2R,0,"71, 711",NA,NA,,No,Yes,NA
